Sample,Treatment,total,herb,herb.18,notree,notree.18,tree,perveg.richness,perveg.shannon,TN_perc,TN_ppt,TN_log,TC_perc,TC_ppt,TC_log,CN_ratio,OM_perc,OM_log,barc.richness,barc.shannon,barc.NMDS1,barc.NMDS2,barc.betadisp.3,fungi.richness,fungi.shannon,fungi.NMDS1,fungi.NMDS2,fungi.betadisp.3,chemoheterotrophy_perc,chemoheterotrophy_log,n.cycler_perc,n.cycler_log,saprotroph,dElev,dElev_corrected
11,Treated,19.375,8.5,12.375,9.25,12.625,54.9027777777778,5,0.841170101366177,1.3,13,0.262364264467491,7.5,75,2.01490302054226,5.76923076923077,0.964044771542472,-0.0366175419412691,1356,5.97316815193047,0.41091794672862,-0.11403230491544,0.390256770741569,189,2.90846204741313,0.981363072237279,0.0648046630357766,0.650450172848305,21.0342372661964,3.04615145616146,2.07106336159472,0.728062176631446,6.56661768602606,0.037039714285811,0
12,Treated,33,19.75,30,23.625,31.875,14.7916666666667,7,1.42844425120269,1.4,14,0.336472236621213,15.1,151,2.71469474382088,10.7857142857143,1.10881224514391,0.103289392992729,1619,6.69150563525696,0.0614015303090769,0.179363978142028,0.317673092524374,376,4.22130897978548,0.186593791388851,0.299731936806999,0.528260166384983,19.2281277875575,2.95637419591963,4.02908137891837,1.3935384042972,15.9445455818513,NA,NA
13,Treated,21.875,16.875,18.625,21.875,26.25,0.138888888888889,6,1.75724530546323,1.3,13,0.262364264467491,5.5,55,1.70474809223843,4.23076923076923,0.967090652129991,-0.0334630421833087,1488,6.38456928928437,0.220273308136741,0.463578717918131,0.430722192190452,254,3.5653263302371,-0.951607083638674,0.011114324199957,0.647140327061192,17.8386129766812,2.88136537618546,4.48865765428184,1.50155369364408,43.7858811418617,0.138601999999992,0.138601999999992
14,Treated,65.375,24.75,29.875,25.375,39.25,12.3611111111111,6,0.759284720030114,1.4,14,0.336472236621213,10.4,104,2.34180580614733,7.42857142857143,0.943493610256697,-0.0581656865794037,1268,6.3060889145693,0.14627020585357,-0.173110566640949,0.344184571913308,387,4.23331418910362,-0.0282013125264959,0.323603639272291,0.514712444407889,24.0364192094493,3.17957014721863,3.99549292856033,1.38516695797981,22.0981135481542,NA,NA
15,Treated,52.5,47.5,17.375,48.75,17.75,6.80555555555556,11,1.64391574678637,1.6,16,0.470003629245736,9.9,99,2.29253475714054,6.1875,0.884973470817971,-0.12219761090038,1858,6.69688430563943,0.166835460678668,-0.0352967264240686,0.294728079634194,429,4.53245349422989,-0.0410032067384494,0.295319745090124,0.483301141843993,21.5003241620956,3.06806801232673,3.31665173335664,1.19895575998672,26.2062321516635,0.157017428571635,0.157017428571635
16,Control,47.875,10.875,6.125,31,48.125,44,8,1.19330248869977,1,10,0,5.3,53,1.66770682055808,5.3,0.813402937962968,-0.206528673562047,1373,6.53375282134679,0.0514006450106475,-0.124455825578497,0.318169261571808,268,4.35984874876173,-0.0282357383167849,-0.822478293503918,0.611738158400724,19.9783477681546,2.99464907551449,3.01361592271819,1.10314066100205,18.5648593733291,-0.0583375999999589,-0.0583375999999589
17,Control,36.4375,8.6875,8.0625,26.9375,8.6875,31.625,9,1.52358818235853,1.8,18,0.587786664902119,14.1,141,2.64617479738412,7.83333333333333,1.58477025814817,0.460439449282748,1776,6.63651793833315,-0.189283418336692,-0.331808806240985,0.39623046806155,391,2.62445731878652,1.10583429750863,0.736966294484697,0.692970321395165,20.2153165916769,3.00644056419577,4.5678877800439,1.51905090551164,4.58393272103574,0.0194702000000007,0
18,Control,129.5,67,44.5625,71.375,45.1875,48.2638888888889,11,1.48975124654174,1.1,11,0.0953101798043247,6.9,69,1.93152141160321,6.27272727272727,1.40557788234346,0.340448522382387,1377,5.95057995196613,0.27360827433162,-0.281652018716865,0.373309202036912,325,4.61774446788802,0.184282222352048,-0.0592444995814329,0.490744269188066,21.8429844097996,3.08387979034146,2.70442252624881,0.994888405680841,16.8534848668595,-0.0510132000001704,0
19,Control,113.75,17.375,19.25,21.25,20.625,58.7083333333333,8,0.869868013195642,1.7,17,0.53062825106217,12.5,125,2.52572864430826,7.35294117647059,1.4157066363784,0.347628796108396,2020,6.85564084228354,-0.266045458908157,-0.0557907350756406,0.372256318286598,428,4.61450287041058,-0.0276462504446674,0.213847610880514,0.522477435191974,21.1346746420156,3.0509150396261,5.14772521297807,1.63855491087687,25.5038953848587,0.0468261999999413,0
20,Control,36.875,28.75,33.25,36.875,60.25,0,5,1.4415106860177,1.8,18,0.587786664902119,15.2,152,2.72129542785223,8.44444444444444,1.53855375946607,0.430842857948848,2053,6.86253614450249,-0.330237373224479,-0.0912892114467087,0.4034989335775,389,4.11301218065008,-0.415252274047606,0.686582833926052,0.634864273607767,23.6439095521817,3.16310555755224,5.4778070296984,1.70070484380538,16.863306835205,0.0538817999999992,0.0538817999999992
21,Control,79.25,62.25,34.25,79.25,35.125,0,7,1.37865022633255,1.5,15,0.405465108108164,8.4,84,2.12823170584927,5.6,1.38704042588597,0.327172287184784,1961,6.87836678004204,-0.169427457357885,-0.224869495054139,0.360323787022647,451,4.90539376597735,-0.0260306499132701,-0.198481847029554,0.499929449287488,18.4109063957536,2.91294322791428,6.05062400335397,1.80016140777432,25.857716985123,0.0150144000001546,0
22,Control,96.375,10.125,14,47,17.75,63.8194444444444,5,1.20685987919237,1,10,0,4.8,48,1.56861591791385,4.8,1.26219856440042,0.23285509278851,1263,6.35533575142303,0.220346157850124,-0.143390256881728,0.33488933027601703,228,4.33555370530175,-0.223853118227408,-0.785194888258378,0.610637859900078,18.691265647718,2.92805633708365,2.10291145076067,0.743322789681278,15.0570811477939,0.0412599999999657,0
23,Control,33,29.25,22.3125,33,22.3125,0,3,0.555870904111586,1.8,18,0.587786664902119,18.1,181,2.89591193827178,10.0555555555556,1.4547500401865,0.374834092178976,1561,6.34532842870008,-1.00439887866928,-0.683415523538118,0.609703939843849,326,3.72824346342868,-0.943952231398161,0.206121899822853,0.647360194331914,28.6626619035265,3.35559529678653,6.45019657932025,1.86411060775725,11.1270142484963,-0.0125976000001628,0
24,Control,20.25,20.25,19.75,20.25,19.875,12.3611111111111,3,0.345596207246175,1.9,19,0.641853886172395,14.1,141,2.64617479738412,7.42105263157895,1.4433231635766,0.366948207300632,1711,6.78980005256097,-0.523359601318664,0.107015357053514,0.439211181226058,383,4.33710479438394,-0.642593349803689,-0.300787604723249,0.601250005486783,20.1332199321182,3.00237118374611,14.0198876056181,2.64047686485663,13.8487828189941,0.0235353999999006,0
25,Control,72.5,38.125,1.625,38.125,1.625,47.3611111111111,5,1.26236402841407,1.5,15,0.405465108108164,11.7,117,2.45958884180371,7.8,1.18503160761841,0.169769447327075,2065,6.47802370976393,0.00709500126511241,-0.190397943416565,0.336552296162696,226,4.68289044760607,-0.339426561631621,-0.684043101525958,0.609212454752445,18.8350051810098,2.93571711621749,4.59943470028808,1.52593340470158,19.2512792889846,0.032836800000041,0
26,Control,55,41.875,12.375,45.625,12.375,36.1805555555556,5,1.49641593494014,1.3,13,0.262364264467491,6.9,69,1.93152141160321,5.30769230769231,1.0571035363106,0.0555326550811772,1807,7.01000696198498,-0.67901015886426,0.540387195729539,0.540526339009723,54,2.83616117644619,0.80667901079394,-1.03489775978221,0.676177157352348,15.4759230472014,2.73928546443003,4.3050076827,1.4597789224774,4.68830741767276,0.0148196000000098,0
27,Control,87.25,28.5,15.375,62.875,15.375,40.4166666666667,7,1.44480233286115,2.5,25,0.916290731874155,24.1,241,3.18221184049661,9.64,1.35599654147063,0.304536638977069,1852,6.61167472715324,-0.0289911235155856,-0.450326610779682,0.418990872006775,464,4.55993390271337,0.134433274902906,-0.146295813999335,0.48898059880095,14.2954906841466,2.6599441507638,6.94143458103819,1.9375084651219,25.4699868073879,-0.0446534000000156,0
28,Control,55.5,51.5,20.25,55.375,21,23.4722222222222,8,1.38485410685445,2.1,21,0.741937344729377,15.7,157,2.75366071235426,7.47619047619048,1.35857461024492,0.306436069425049,1815,6.85826775860521,-0.253114583659586,0.0914343387824427,0.369557145082541,332,4.13109706585882,0.175769232336981,0.106733366602758,0.51195522438478,17.9977387942667,2.89024612746425,7.98278565957912,2.07728743069518,21.8458023596808,0.0653073999999378,0.0653073999999378
29,Control,75,46.875,22.375,75,31.875,4.16666666666667,9,1.62438279597005,1.1,11,0.0953101798043247,7.2,72,1.97408102602201,6.54545454545455,0.962097372271447,-0.0386396148612971,1654,6.54322609564568,0.0830241655331335,-0.333704706854744,0.374858177205049,383,4.14946900287098,0.193303852981202,-0.00759976848970878,0.486131540751158,20.9424309797742,3.04177729133903,6.29726365474417,1.84011519852752,16.9570498397085,0.108276199999864,0.108276199999864
30,Control,76.75,37.375,13.25,48.625,23.25,15.4166666666667,7,1.5634012540792,2.5,25,0.916290731874155,20.5,205,3.02042488614436,8.2,1.218294387857,0.197451837831457,2118,6.90424580262007,-0.473875131929493,0.0105048794099832,0.426133214473501,483,4.95132095538236,-0.407059727617042,-0.0477179510833316,0.563074915026951,20.9656015258035,3.04288307211684,6.79266478615913,1.91584332204016,32.037776566515,0.0843747999999778,0.0843747999999778
31,Control,102.875,54,28.375,77.875,37.75,30.625,9,1.73724345501681,3.9,39,1.3609765531356,40.7,407,3.70622809244855,10.4358974358974,1.54031091461043,0.431984288652142,1886,6.63525648514733,-0.348313613976911,-0.159884044682627,0.422471462255619,614,5.05740677921603,-0.312602772042668,0.345356236678863,0.563745471879417,29.0329853519895,3.36843260953836,5.89609750765194,1.77429069268311,22.2595332953899,0.0372560000000703,0
32,Control,80.375,49.125,11,71,11,24.4444444444444,9,1.83521342994655,6.6,66,1.88706964903238,73,730,4.29045944114839,11.0606060606061,2.26967446270541,0.81963641270951,1859,6.84281586437791,-0.513202759865327,-0.104349517126897,0.448689027958762,457,3.87642614104469,-0.808471102771979,0.742995438584237,0.671589667646978,27.1677251401762,3.30202969303477,7.35424533699508,1.99527774334996,33.6606527026536,0.0344238000000132,0
33,Treated,85.5,3.5,7.5,33.5,37.5,57.8472222222222,6,0.838931707576627,2,20,0.693147180559945,18.2,182,2.90142159408275,9.1,1.62954372775619,0.488300054011334,1576,5.90779618310572,0.321029044169558,-0.275070152135703,0.414705780146994,606,5.00523511649397,0.0586307627218457,-0.0460297622891676,0.467912373514822,18.0777530626473,2.8946820697325,4.53902592875403,1.51271243589556,18.1477386405518,0.0722043333332749,0.0722043333332749
34,Treated,73.25,23.125,15.375,55.75,89.75,4.19444444444444,12,1.86529934695147,1.2,12,0.182321556793955,8,80,2.07944154167984,6.66666666666667,1.29060526997148,0.255111309861245,993,5.35709849962222,0.428125052555799,-0.0139338038069361,0.380228928520399,454,4.57604126226702,0.41565036776312,-0.0144856060621253,0.547269604965626,16.2079238378965,2.78550024845139,2.11453459190778,0.748834737176011,15.6056321937566,NA,NA
35,Treated,68.75,10,29.875,68.75,77.375,0,4,0.293992247305323,1.2,12,0.182321556793955,5.5,55,1.70474809223843,4.58333333333333,1.19689283449591,0.179728894160164,1645,6.59641865870564,0.203949258158906,0.171043200668721,0.320408522465122,268,4.72535683533114,-0.202526444171316,-0.275831975290789,0.534829022486163,17.7067696567806,2.8739470329429,4.11571813743351,1.41481333589749,16.8833333333333,0.0946046666666689,0.0946046666666689
36,Treated,69,22.75,13.75,60.875,70,0,7,1.1501516687742,1.1,11,0.0953101798043247,7.6,76,2.02814824729229,6.90909090909091,1.18364708733953,0.168600423905285,1214,6.07694050078972,0.467813217761266,-0.197750426206355,0.429483791198009,512,5.15438141358714,0.0563978403143678,-0.0842630115121126,0.466778894808221,21.2522797261339,3.05646417084604,0.972434000059796,-0.0279530720549753,16.9280929353261,NA,NA
37,Treated,40.875,30.75,23.3125,40.75,58.9375,1.66666666666667,9,1.11687948831206,1.7,17,0.53062825106217,12.9,129,2.55722731136763,7.58823529411765,1.26193724420189,0.232648035625759,2181,6.92542388523957,-0.0746229789136879,0.255900096797037,0.348382222591292,448,4.68324321396436,-0.2841365485131,0.0565248038393946,0.551711433413648,19.6446148600398,2.97780324783172,7.02149423882345,1.94897604992066,17.5237287501403,NA,NA
38,Treated,114.125,8.375,6.375,41,35.125,52.7083333333333,8,0.78211590385291,2,20,0.693147180559945,17.1,171,2.83907846350861,8.55,1.45086832270831,0.372162220444531,1751,6.64808606830202,0.0170830804638532,0.12157844915461,0.317355613283168,691,5.20318518990136,0.116662431207162,-0.166160755248981,0.494369165446786,19.0210407966592,2.9455457767904,6.438323160938,1.8622681274755,17.5335888083476,0.0528360000000703,0.0528360000000703
39,Treated,40.125,30,54.625,40,67.75,21.8333333333333,8,1.09777928203329,1.2,12,0.182321556793955,5.6,56,1.7227665977411,4.66666666666667,1.106318396038,0.101037742355801,1605,6.55660011920575,0.184823675785448,0.0299504267719708,0.275642615740567,393,4.82506837444585,-0.0807172654213553,-0.108202389659054,0.507350748179223,20.3004793168728,3.0106444974376,3.65972529906956,1.29738808969749,23.1133772501148,NA,NA
40,Treated,113.125,7.375,43.125,40,75.125,7.56944444444444,8,0.750033823661461,1,10,0,6,60,1.79175946922805,6,1.06201098215912,0.0601642637823961,1462,6.54845366283783,0.184135175167271,0.166882196190951,0.321870828263597,336,4.8146271670799,-0.0773058537095962,-0.390846000361284,0.551182974948824,20.1466208476518,3.0030365744611,4.97594501718213,1.60461530577417,30.4480520410941,0.016113333333351,0
41,Treated,5.875,5.875,12.25,5.875,60.5,32.6944444444444,3,0.745077478670354,0.8,8,-0.22314355131421,5.9,59,1.77495235091167,7.375,1.00852418609434,0.00848806036981301,1590,6.38385600759655,0.359864064538611,0.183123642397195,0.376488905249564,276,3.62728219042791,0.465110922822825,-0.246849175702885,0.571705796254826,24.4532437036696,3.19676287393817,6.66894687337617,1.89746195741304,19.6544949204524,NA,NA
42,Treated,67.5,32.5,37,67.5,66.375,14.4444444444444,6,0.919994692225167,1.8,18,0.587786664902119,13.3,133,2.58776403522771,7.38888888888889,1.19149108918933,0.175205538879374,1727,6.6561156515886,0.0226801191734116,0.0582693708270321,0.259345262132572,342,4.39592419074278,0.32963748247083,-0.487377374237936,0.590984390388538,21.6502391650964,3.07501650127415,4.43470068125815,1.48946012335053,24.2895154618429,0.206461666666655,0.206461666666655
43,Treated,97.875,43.875,8.25,93.875,37.625,1.18055555555556,6,1.04135253095815,2.4,24,0.8754687373539,24.3,243,3.1904763503465,10.125,1.3626855669057,0.309457434175533,1769,6.86155105837538,-0.254360921821612,0.248169387337944,0.398048643150812,478,4.41019560073966,-0.439112899554498,0.517285104433498,0.569913033058582,23.2838979186049,3.14776204521352,7.4709498531531,2.01102214677104,35.4334079537651,NA,NA
44,Treated,65,44.25,31.875,65,55.625,1,7,1.27741165861984,2.3,23,0.832909122935104,19.3,193,2.96010509591084,8.39130434782609,1.27811860940695,0.245389160261529,1924,6.8126351974655,-0.00189379962428862,0.0310065550811787,0.294550848972585,512,4.94334765581101,0.101786264866419,0.15769796229293,0.479905035809752,18.8081795241833,2.93429185628916,3.75555949397001,1.32323727384244,20.0192621851608,NA,NA
45,Treated,72.125,44.625,42.625,71.5,56.375,0.0416666666666667,8,1.08434985128518,3.2,32,1.16315080980568,32.9,329,3.49347265777133,10.28125,1.50182492670374,0.406680986430931,2288,7.06129320391486,-0.367943257304014,0.341490141000802,0.445060995364761,637,5.23166816441063,-0.263269204863079,0.240558416344461,0.523600027309808,21.9049111480239,3.08671086501586,9.13529946406745,2.21214597134711,20.0100640439158,NA,NA
46,Treated,65.75,52.875,60.75,61.875,66,18.4722222222222,12,2.17428215118665,2.9,29,1.06471073699243,28.3,283,3.34286180464919,9.75862068965517,1.39537681188464,0.333164494844898,1813,6.83216051455562,-0.0773026108278824,0.0440426970697898,0.283405834881564,574,5.02368438110902,-0.15530249420305,0.151150120339051,0.475697652274919,20.7753908318466,3.03376915316848,5.55514822689836,1.71472510624565,25.5281064181941,0.00132266666673785,0
47,Treated,82.25,39.125,46,66.625,50.375,55.4861111111111,9,1.89425354311204,2,20,0.693147180559945,16.8,168,2.82137888640921,8.4,1.17470181417256,0.161014340217469,2066,6.92711715174262,-0.157764620933743,0.0896912326804311,0.333792366901117,567,4.52480782726558,-0.139527431298572,0.420629392421756,0.551822684660691,19.1082404417127,2.9501196787494,5.57974789040525,1.71914359444157,25.2011513050304,0.15327933333333,0.15327933333333
48,Treated,51.5,22.75,54.375,44,67.5,13.3333333333333,8,1.53492776695634,1.5,15,0.405465108108164,9.5,95,2.2512917986065,6.33333333333333,1.06119633146665,0.0593968863085016,1876,6.66185487595201,0.147365287622854,0.0951379211482242,0.279990096262901,448,4.34530897169954,0.141397956224833,0.252459256170007,0.519585149441227,18.2844641807614,2.90605174741269,3.76608110755567,1.32603496679425,19.2308118592408,NA,NA
49,Control,34.75,22.25,16.875,34.75,21.875,4.90277777777778,6,0.901235352054727,1.8,18,0.587786664902119,15,150,2.70805020110221,8.33333333333333,1.18588971827582,0.17049330997533,2406,6.97964029420077,0.0163739785405012,0.150586988494373,0.317221703814977,533,4.90708269682486,0.0519805079900304,0.0632942308805197,0.468221645159267,18.1768048399392,2.90014632192477,5.71201496531701,1.74257184501232,33.8849065451866,-0.00981460000002698,0
50,Control,37.625,26.875,38.25,37.625,43.25,9.02777777777778,8,1.32032744951423,1,10,0,5.2,52,1.64865862558738,5.2,0.980172852059,-0.0200263432185409,1640,6.29911593152264,0.233859696177218,0.0533393329125034,0.312740246959372,284,3.64994895018428,0.543238084387821,0.301215281269149,0.580308800661273,16.8284599626832,2.82307149853058,3.72255059302462,1.31440907662527,22.9709017166572,0.0262940000000071,0
51,Control,63.625,10.375,29.125,11.125,29.375,44.6805555555556,11,0.759799892000882,1,10,0,8.3,83,2.11625551480255,8.3,0.991738875759877,-0.00829543642915244,1469,6.3079653889784,0.316943245501718,-0.0616447937797366,0.342978089642047,486,4.56646571489021,0.166027707591562,-0.0621240585580163,0.472105415253901,23.0252172796164,3.13659001877943,2.08288735710922,0.733755083576675,15.7182447462935,0.0413818000000674,0
52,Control,35.125,6.25,19,35.125,27.75,15.9305555555556,6,0.706603393650401,1,10,0,5.8,58,1.75785791755237,5.8,0.975054846835171,-0.0252615564021619,1630,6.41616555577824,0.249309138017947,-0.0133453707664383,0.309672566966749,516,4.59797497828625,0.177702720503197,-0.142933199066774,0.463339565696681,22.8433104104819,3.1286583134481,2.80147307504415,1.03014537707006,18.5743581953517,0.0271481999999423,0
53,Control,67.125,28.25,19.25,32.75,21.25,33.375,10,1.2361364089897,1.6,16,0.470003629245736,12.7,127,2.54160199346455,7.9375,1.15718996702316,0.145994624036592,1828,6.72849422767134,0.0534164932706885,-0.00730477375627322,0.30982014068716,526,4.22470092751021,0.285363080391705,0.341240802796648,0.54543543251471,21.1072664359862,3.04961736204897,4.66633712308453,1.5403744219718,25.5631301431818,0.171581800000013,0.171581800000013
54,Control,88.625,25.875,13.75,54.75,30.625,29.4722222222222,10,1.5042408823429,1.1,11,0.0953101798043247,7.2,72,1.97408102602201,6.54545454545455,1.03788271925272,0.0371827911277087,1366,6.14496465806045,0.25722606307696,-0.0248167837718966,0.318219361881972,437,4.21539950141434,0.328116084822039,0.152786907059413,0.5055093600476,19.7086775024425,2.98105902111756,3.47681450798957,1.2461165033109,11.7246175243394,0.115942399999994,0.115942399999994
55,Control,96.6875,19.1875,25.625,50.4375,38.75,40.5555555555556,9,1.36977756182706,1,10,0,5.1,51,1.62924053973028,5.1,0.93732400032193,-0.0647262717515563,1197,5.4991063135612,0.488489368515839,-0.0818654324263149,0.415199193347212,477,4.11855121882311,0.378059990062143,0.09698470328763,0.496884940986719,16.7671048196832,2.81941892048281,2.18739467475565,0.782711189407316,19.8025704416741,0.100219799999991,0.100219799999991
56,Control,23.25,14.375,32,19.5,37.125,11.5555555555556,12,2.0683209857199,1.2,12,0.182321556793955,7.4,74,2.00148000021012,6.16666666666667,0.992595557334362,-0.00743199162527032,1615,6.65869802104467,0.0332055804150402,0.102834841858065,0.299686315576916,628,5.15742040610585,-0.0540696044742114,-0.0127893043241137,0.472819975796353,19.785734465377,2.98496119648231,4.03402078717678,1.39476359251249,27.2631303600456,0.072143600000004,0.072143600000004
57,Control,49.375,16.875,23.375,49.375,45.25,4.44444444444444,6,0.610671627847054,1.3,13,0.262364264467491,7.3,73,1.98787434815435,5.61538461538461,0.849932005439502,-0.162598926298019,1772,6.75048266694735,0.03057378164739,0.227493455798522,0.339293362197408,384,4.67021959823185,-0.284166108739448,-0.24664340115307,0.548821301820254,18.1183727216023,2.89692649093098,6.0364543627417,1.79781681354334,16.9878359088934,0.12672120000002,0.12672120000002
58,Control,46.375,14.375,14.25,45.625,40.5,22.5,6,0.976098500305569,0.9,9,-0.105360515657826,5,50,1.6094379124341,5.55555555555556,0.780154811970414,-0.248262902107284,1508,6.57152207917943,0.184684641538041,0.139892059795997,0.324510166226776,345,4.85812992745107,0.0176123298386635,-0.387292772494507,0.519099868323726,20.377772422447,3.01444471968362,3.71207525532463,1.3115910882434,15.6207778767931,0.08596179999995,0.08596179999995
59,Control,36.25,15.625,35.5,36.25,45.625,2.08333333333333,9,1.38240291584206,1.1,11,0.0953101798043247,5.1,51,1.62924053973028,4.63636363636364,0.803832738644157,-0.21836406795801,1264,6.20918125225029,0.296345291411854,-0.0161933660054102,0.33810049442243,390,3.80476931678236,0.354164080244793,0.199981505093054,0.529231696073239,19.8682801031541,2.98912449535159,2.93116445149772,1.07539976779645,10.2132010839,0.0591431999999941,0.0591431999999941
60,Control,44.75,7.875,3.375,31.625,18.375,10.625,8,1.23823604875384,0.9,9,-0.105360515657826,4.3,43,1.45861502269952,4.77777777777778,0.675757210088087,-0.391921424125806,1343,6.30174460297139,0.298728453808439,0.0616690120292764,0.344102511815845,375,3.95813960130471,0.279771136494898,-0.0152548082604974,0.505776429428785,18.2637504121591,2.90491824357121,3.28863697027744,1.190473184185,11.9605627100497,0.0883422000000564,0.0883422000000564
61,Control,43.375,8.375,4.125,18.375,10.125,61.5972222222222,8,1.18887398426836,0.8,8,-0.22314355131421,7,70,1.94591014905531,8.75,0.667759363807467,-0.403827404166438,1651,6.62582054789601,0.115414247859598,0.115466025147978,0.306388035775911,547,4.82395628744766,0.0652913615553781,-0.182216727662779,0.456559452221591,18.0412832354824,2.89266264489193,4.99418400567146,1.60827403652752,24.2487264569799,0.0858034000000316,0.0858034000000316
62,Control,83.75,11.875,16.125,16.25,17.1875,71.8333333333333,8,0.762688648334641,1.5,15,0.405465108108164,10.5,105,2.35137525716348,7,0.73533819562407,-0.307424755495918,1924,6.51897106754991,-0.146578402449054,0.211392953169992,0.379828148619325,486,4.22014588877153,0.51279773109336,0.0319139128664747,0.556848374685816,17.5349412019519,2.86419553040442,6.71113149613322,1.90376756510323,39.9486111919874,0.0616943999999648,0.0616943999999648
